"Pax6" "Mash1" "Zic1" "Brn2" "Tuj1" "Hes5" "Scl" "Olig2" "Stat3" "Aldh1L" "Myt1L" "Sox8"
"cell_96" 5.82923866437729 2.10852480084571 1.38695839556553 0.337218878117627 0.551729211499605 2.19791739453643 1.66274773521351 1.46918393640369 0.534023218485365 0.0714833482867016 0.379834264437249 0.520209535655483
"cell_97" 5.83036643334176 2.11057242638528 1.41322085606717 0.351422762867784 0.564773155780765 2.20759270282988 1.66194111923379 1.48565598536448 0.554458206868212 0.0796125593393096 0.390145237242887 0.535637420608444
"cell_98" 5.83225994233404 2.13588842156193 1.41654879979885 0.347887351183359 0.575007495421652 2.22351945534192 1.66773329587441 1.48987559562716 0.570308244379688 0.0871739701019568 0.394404992101629 0.530814810149139
"cell_99" 5.82582309107003 2.14462504364762 1.43748961174817 0.348412072306761 0.588145655405603 2.24379614757142 1.68877137031383 1.50551428007535 0.581452667163923 0.0906032198845966 0.401610621588083 0.530961964551517
"cell_100" 5.82106667800515 2.14728091558507 1.45909175170328 0.371056915818213 0.601540523395917 2.24897305910502 1.68438427100647 1.49890172728589 0.582348080323005 0.101951595520513 0.420409186827335 0.552887777006175
"cell_101" 5.81652490927354 2.16191854134594 1.48276704476529 0.389564763195941 0.598605385658881 2.26687715746844 1.69087509868108 1.50864387319826 0.603256617414211 0.110416137340596 0.429620212289639 0.563773511171333
"cell_102" 5.80462927295807 2.16769022043 1.49341078015409 0.403624916178152 0.607131100797971 2.26844114736636 1.69250166833238 1.5130369088494 0.610504918071972 0.108970195569623 0.457240602111624 0.571209415694753
"cell_103" 5.79643933672878 2.15769897626978 1.51125599277191 0.41225164569846 0.617130340666364 2.26611110836762 1.70829398301189 1.52464624450834 0.624440565967625 0.117519855798967 0.471338204313241 0.574162459867154
"cell_104" 5.79192786493942 2.15135157164775 1.52665821274157 0.423184942594669 0.61017763101703 2.26176127045054 1.71584244310595 1.53399819116696 0.623195453278728 0.13411247009031 0.477340276353415 0.590811724029884
"cell_105" 5.80582968727115 2.15101228604956 1.55302652385994 0.43536170175453 0.62694246773175 2.26045022555759 1.74109712940389 1.54678864555778 0.631696768181254 0.117895847471251 0.507997136564271 0.596072408219934
"cell_106" 5.81409273208474 2.14764083370661 1.57866642149844 0.439849905338573 0.649186654673764 2.26240947129759 1.75993232649809 1.55515685904658 0.630538364663798 0.122102595641073 0.505730014313704 0.615879013926905
"cell_107" 5.8118214744659 2.13828752275739 1.5845354351189 0.458890224596545 0.67554578359214 2.26079835905968 1.77455075383685 1.55458608937726 0.63826505282451 0.122432611400944 0.4965936140728 0.631873249223609
"cell_108" 5.81265071038338 2.1329164185333 1.59604129238001 0.48407072092182 0.701723705119902 2.27743646752634 1.7722328014146 1.56039725161641 0.664759835889166 0.121410885054737 0.519771507061399 0.63967055832711
"cell_109" 5.82278822542651 2.13544436782443 1.62412121906615 0.497303334331997 0.724071763360581 2.28938768437237 1.77139522183131 1.56892886499716 0.666135991218968 0.102196061754393 0.536188425720042 0.646930593932835
"cell_110" 5.81723468849348 2.13237500989687 1.6395220849153 0.495822516871017 0.749072723214443 2.29298903663698 1.76366659010412 1.56432087954646 0.673191386244102 0.0821752201992548 0.548193254751794 0.660639293295845
"cell_111" 5.81347350562165 2.14359150255361 1.66088942450524 0.522583048735671 0.764040659042467 2.31342141822721 1.78045266573905 1.58272670060903 0.678891835736809 0.0791516973566186 0.563568547932417 0.687207486478788
"cell_112" 5.80549084971615 2.14924096577196 1.67507029698083 0.529812764409853 0.7834754791771 2.31418266160466 1.78211832626672 1.59597992667566 0.685872553287315 0.0967292774094376 0.590937674827907 0.711819949753031
"cell_113" 5.80483493924035 2.16503501518207 1.67745152628601 0.542374936203871 0.813841346767179 2.3002458390066 1.7765381199503 1.59729248232089 0.690678859831948 0.104742027870953 0.610208706304541 0.716673635086859
"cell_114" 5.8091554738316 2.16011686366532 1.68427917863423 0.56521138934693 0.823504526057889 2.30150560807888 1.78502986048039 1.61815133200601 0.699806300329698 0.121760132814405 0.624030999587311 0.730911155731138
